,race_id,date,track,dist,grade,place,dog_id,box,split_times,split_margins,run_time,weigth,margin,place_adj
394,1978170000,01 Feb 16,Ballarat,545m,Tier 3 - Restricted Win,4.0,219770019,1,7.08,0.28,31.94,31.7,3.13,0.25
285,386961898,01 Dec 18,Ballarat,450m,S/E Heat,2.0,135412287,1,6.63,0.00,25.39,31.5,2.87,0.5
292,386961897,01 Dec 18,Ballarat,450m,S/E Heat,1.0,196453623,1,6.44,0.00,25.24,30.4,0.74,1.0
303,386961899,01 Dec 18,Ballarat,545m,Grade 5,4.0,1619850050,1,6.80,0.00,31.56,37.0,2.49,0.25
311,386961894,01 Dec 18,Ballarat,450m,S/E Heat,4.0,163484324,1,6.67,0.18,25.63,25.0,9.67,0.25
318,386961892,01 Dec 18,Ballarat,450m,S/E Heat,4.0,122725469,1,6.64,0.18,25.51,32.5,6.80,0.25
324,386961895,01 Dec 18,Ballarat,450m,S/E Heat,2.0,137471396,1,6.62,0.21,25.14,29.5,2.49,0.5
335,386961893,01 Dec 18,Ballarat,450m,S/E Heat,5.0,109835234,1,6.69,0.18,25.80,30.9,9.17,0.2
338,386961896,01 Dec 18,Ballarat,450m,S/E Heat,1.0,115173099,1,6.54,0.01,25.11,38.8,2.53,1.0
279,386961888,01 Dec 18,Ballarat,450m,Restricted Win,4.0,214384916,1,6.70,0.05,26.16,35.8,4.29,0.25
348,386961891,01 Dec 18,Ballarat,450m,S/E Heat,4.0,1460060042,1,6.58,0.00,25.80,36.0,5.59,0.25
365,386961889,01 Dec 18,Ballarat,390m,Mixed 4/5,6.0,1510100008,1,8.67,0.31,22.51,33.9,3.17,0.16666666666666666
371,1978170003,01 Feb 16,Ballarat,390m,Tier 3 - Maiden,4.0,790680084,1,8.69,0.25,23.16,32.5,6.32,0.25
377,1978170009,01 Feb 16,Ballarat,450m,Tier 3 - Maiden,3.0,431590001,1,6.84,0.19,25.75,32.6,4.16,0.3333333333333333
384,1978170004,01 Feb 16,Ballarat,390m,Tier 3 - Maiden,2.0,666140045,1,8.40,0.00,22.71,30.9,0.05,0.5
399,1978170006,01 Feb 16,Ballarat,450m,Grade 5 T3,1.0,677880013,1,6.69,0.00,25.58,34.4,3.75,1.0
411,1978170011,01 Feb 16,Ballarat,545m,Grade 5 T3,5.0,-734373,1,6.91,0.12,31.71,35.2,3.92,0.2
421,1978170001,01 Feb 16,Ballarat,390m,Grade 5 T3,7.0,-746892,1,8.81,0.35,22.87,28.9,6.00,0.14285714285714285
430,1978170007,01 Feb 16,Ballarat,390m,Tier 3 - Grade 7,2.0,881030050,1,8.48,0.13,22.52,30.1,2.29,0.5
355,386961890,01 Dec 18,Ballarat,450m,Mixed 4/5,4.0,1496820016,1,6.73,0.21,25.91,34.3,8.19,0.25
271,345438525,01 Aug 18,Ballarat,390m,Grade 5,4.0,1540980006,1,8.63,0.33,22.54,26.6,5.01,0.25
263,345438524,01 Aug 18,Ballarat,390m,Grade 5,4.0,1591690024,1,8.65,0.18,22.63,28.7,6.67,0.25
254,345438523,01 Aug 18,Ballarat,390m,Mixed 4/5,3.0,142641715,1,8.43,0.11,22.22,29.4,4.11,0.3333333333333333
107,139100152,01 Aug 16,Ballarat,450m,Tier 3 - Maiden,1.0,1250880001,1,6.79,0.00,26.03,35.0,3.16,1.0
122,139100155,01 Aug 16,Ballarat,545m,Tier 3 - Grade 7,8.0,497110007,1,7.14,0.25,32.49,28.7,6.54,0.125
123,139100150,01 Aug 16,Ballarat,450m,Tier 3 - Grade 6,1.0,999500008,1,7.21,0.46,26.20,34.5,1.20,1.0
131,139100153,01 Aug 16,Ballarat,545m,Grade 5 T3,1.0,-751703,1,6.97,0.09,31.85,35.1,1.60,1.0
139,139100154,01 Aug 16,Ballarat,545m,Tier 3 - Grade 6,3.0,-751043,1,7.17,0.37,31.99,29.6,4.00,0.3333333333333333
147,139100149,01 Aug 16,Ballarat,450m,Grade 5 T3,4.0,-748908,1,7.00,0.21,26.21,30.7,4.37,0.25
154,139100151,01 Aug 16,Ballarat,450m,Tier 3 - Grade 7,4.0,259430003,1,6.79,0.00,26.48,26.4,7.09,0.25
159,139100147,01 Aug 16,Ballarat,390m,Tier 3 - Grade 7,1.0,1245880034,1,8.75,0.16,22.65,27.3,0.04,1.0
170,139100146,01 Aug 16,Ballarat,390m,Tier 3 - Grade 6,4.0,888610021,1,8.63,0.09,22.94,25.7,6.91,0.25
175,139100145,01 Aug 16,Ballarat,390m,Grade 5 T3,1.0,-729107,1,8.62,0.11,22.57,34.5,0.90,1.0
186,345438526,01 Aug 18,Ballarat,390m,Mixed 6/7,4.0,116082718,1,8.73,0.30,22.55,33.3,3.50,0.25
195,345438530,01 Aug 18,Ballarat,450m,Mixed 6/7,5.0,157830532,1,6.71,0.14,25.97,32.3,4.17,0.2
206,345438522,01 Aug 18,Ballarat,660m,Restricted Win,8.0,2145360034,1,13.22,0.44,39.20,35.0,17.89,0.125
209,344127988,01 Aug 18,Ballarat,450m,Maiden Final,3.0,222462540,1,6.74,0.13,25.50,31.3,4.14,0.3333333333333333
221,343237372,01 Aug 18,Ballarat,450m,Grade 5 Final,7.0,127028560,1,6.70,0.13,25.87,29.4,6.84,0.14285714285714285
226,345438527,01 Aug 18,Ballarat,450m,Mixed 4/5,4.0,120344210,1,6.58,0.00,25.40,33.0,2.00,0.25
231,345438528,01 Aug 18,Ballarat,450m,Grade 5,1.0,141326856,1,6.60,0.00,25.22,33.9,5.11,1.0
242,345438531,01 Aug 18,Ballarat,545m,Mixed 4/5,5.0,2145330001,1,6.76,0.00,31.52,35.2,7.51,0.2
246,345438529,01 Aug 18,Ballarat,450m,Grade 5,3.0,124927376,1,6.63,0.02,25.79,32.2,1.60,0.3333333333333333
440,1978170008,01 Feb 16,Ballarat,450m,Tier 3 - Grade 7,4.0,563440055,1,7.19,0.57,26.05,32.3,10.44,0.25
100,139100156,01 Aug 16,Ballarat,545m,Tier 3 - Maiden,2.0,940060040,1,7.13,0.26,32.10,33.4,1.51,0.5
450,1978170010,01 Feb 16,Ballarat,390m,Tier 3 - Grade 6,6.0,-722057,1,8.97,0.57,23.14,31.3,9.92,0.16666666666666666
468,193436621,01 Feb 17,Ballarat,450m,Maiden,8.0,1464560003,1,6.96,0.28,26.59,31.7,11.06,0.125
646,285201772,01 Jan 18,Ballarat,450m,Grade 6,2.0,2130570052,1,6.56,0.00,25.81,28.5,0.27,0.5
658,285201775,01 Jan 18,Ballarat,545m,Grade 5,7.0,1540940002,1,7.19,0.58,32.11,34.9,14.79,0.14285714285714285
660,285201770,01 Jan 18,Ballarat,450m,Grade 5,1.0,1460040065,1,6.61,0.00,25.55,32.1,2.46,1.0
670,285201776,01 Jan 18,Ballarat,545m,Grade 5,3.0,850590004,1,6.88,0.19,31.78,35.1,8.64,0.3333333333333333
682,285201769,01 Jan 18,Ballarat,450m,Mixed 4/5,7.0,2130570051,1,6.62,0.11,25.98,26.6,9.00,0.14285714285714285
684,285201765,01 Jan 18,Ballarat,390m,Mixed 6/7,2.0,129684856,1,8.52,0.00,22.83,30.0,1.49,0.5
691,285201768,01 Jan 18,Ballarat,390m,Grade 5,2.0,1663890051,1,8.61,0.27,22.36,34.1,2.90,0.5
700,285201766,01 Jan 18,Ballarat,390m,Mixed 4/5,3.0,1550070048,1,8.35,0.14,22.26,26.7,1.60,0.3333333333333333
642,285201773,01 Jan 18,Ballarat,450m,Grade 7,6.0,111193445,1,6.69,0.07,26.35,35.1,5.84,0.16666666666666666
706,285201767,01 Jan 18,Ballarat,390m,Grade 5,1.0,2009740004,1,8.49,0.12,22.16,31.0,2.56,1.0
723,513030525,01 Jan 20,Ballarat,450m,Maiden Heat,5.0,369301130,1,6.65,0.16,26.12,31.6,7.20,0.2
727,513030526,01 Jan 20,Ballarat,450m,Maiden Heat,1.0,322180595,1,6.76,0.21,25.60,28.4,0.63,1.0
737,513030528,01 Jan 20,Ballarat,390m,Grade 5,5.0,273935780,1,8.64,0.32,22.48,31.7,5.83,0.2
742,513030533,01 Jan 20,Ballarat,450m,Mixed 6/7,3.0,284812518,1,6.60,0.04,25.64,28.6,2.93,0.3333333333333333
751,513030534,01 Jan 20,Ballarat,545m,Mixed 4/5,6.0,231587256,1,6.69,0.00,31.74,26.8,9.03,0.16666666666666666
754,509334855,01 Jan 20,Ballarat,450m,Grade 5 Final,1.0,335463601,1,6.56,0.08,25.34,33.8,1.31,1.0
768,513030532,01 Jan 20,Ballarat,450m,Mixed 4/5,7.0,219045751,1,6.79,0.30,26.07,34.8,13.40,0.14285714285714285
776,513030527,01 Jan 20,Ballarat,450m,Restricted Win,2.0,339658976,1,6.67,0.00,26.34,27.2,3.71,0.5
716,513030531,01 Jan 20,Ballarat,390m,Maiden,3.0,341777698,1,8.87,0.29,22.95,27.0,1.56,0.3333333333333333
634,285201771,01 Jan 18,Ballarat,545m,Mixed 6/7,5.0,2056920037,1,6.85,0.14,32.17,25.4,9.07,0.2
627,285201774,01 Jan 18,Ballarat,450m,Maiden,6.0,114323192,1,6.76,0.07,27.53,34.1,19.94,0.16666666666666666
620,636819602,01 Feb 21,Ballarat,390m,Grade 5 T3,4.0,240988032,1,8.81,0.32,22.83,30.7,3.71,0.25
475,193436617,01 Feb 17,Ballarat,390m,Mixed 6/7,7.0,816580072,1,8.83,0.44,22.91,30.1,11.64,0.14285714285714285
482,193436620,01 Feb 17,Ballarat,450m,Mixed 6/7,6.0,1206210174,1,6.83,0.10,26.25,33.1,9.80,0.16666666666666666
488,192952203,01 Feb 17,Ballarat,450m,Mixed 6/7 Final,5.0,1594950002,1,6.72,0.16,25.56,31.9,7.74,0.2
495,193436612,01 Feb 17,Ballarat,450m,S/E Heat,4.0,1237400047,1,6.79,0.28,25.78,25.2,5.14,0.25
501,193436618,01 Feb 17,Ballarat,450m,Mixed 4/5,3.0,723810091,1,6.75,0.26,25.46,32.5,5.89,0.3333333333333333
509,193436619,01 Feb 17,Ballarat,450m,Grade 5,4.0,1073080035,1,6.73,0.18,25.75,37.6,7.44,0.25
519,193436622,01 Feb 17,Ballarat,545m,Mixed 4/5,6.0,1281000002,1,7.43,0.77,31.50,35.0,9.90,0.16666666666666666
528,193436616,01 Feb 17,Ballarat,390m,Mixed 4/5,7.0,209090054,1,8.60,0.26,22.78,32.0,9.59,0.14285714285714285
530,193436613,01 Feb 17,Ballarat,450m,S/E Heat,1.0,1206220134,1,6.69,0.00,25.64,25.9,2.76,1.0
539,193436614,01 Feb 17,Ballarat,450m,S/E Heat,4.0,1238530084,1,6.71,0.14,25.58,29.1,1.50,0.25
546,193436615,01 Feb 17,Ballarat,450m,S/E Heat,4.0,1362060083,1,6.66,0.07,25.77,24.1,4.50,0.25
552,636819603,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,4.0,459177026,1,8.81,0.18,23.43,25.2,9.31,0.25
565,636819600,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,6.0,406742361,1,8.76,0.30,22.96,34.9,6.70,0.16666666666666666
568,636819607,01 Feb 21,Ballarat,450m,Tier 3 - Grade 7,2.0,450198112,1,6.79,0.11,25.73,25.9,3.14,0.5
584,636819608,01 Feb 21,Ballarat,545m,Grade 5 T3,7.0,317053378,1,7.05,0.26,31.82,29.9,7.86,0.14285714285714285
592,636819606,01 Feb 21,Ballarat,450m,Grade 5 T3,2.0,328322837,1,6.68,0.04,25.66,32.9,2.64,0.5
599,636819599,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,1.0,318735211,1,8.46,0.00,22.34,25.1,1.59,1.0
605,636819598,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,3.0,322536292,1,8.60,0.14,22.64,28.2,6.23,0.3333333333333333
612,636819601,01 Feb 21,Ballarat,390m,Grade 5 T3,3.0,325813341,1,8.51,0.16,22.65,29.1,2.80,0.3333333333333333
454,1978170002,01 Feb 16,Ballarat,390m,Grade 5 T3,2.0,-747768,1,8.57,0.06,22.64,24.4,1.87,0.5
97,139100148,01 Aug 16,Ballarat,390m,Tier 3 - Maiden,7.0,426660000,1,8.81,0.26,23.22,32.6,8.30,0.14285714285714285
788,513030529,01 Jan 20,Ballarat,390m,Grade 5,8.0,118013579,1,8.90,0.54,22.94,28.4,10.51,0.125
13,422625072,01 Apr 19,Ballarat,450m,Maiden Aged Prize Money,6.0,214382428,1,6.91,0.18,26.69,34.3,14.37,0.16666666666666666
22,422625074,01 Apr 19,Ballarat,545m,Restricted Win Aged Prize Money,7.0,190934625,1,7.24,0.46,32.37,30.8,15.24,0.14285714285714285
73,422625065,01 Apr 19,Ballarat,390m,Grade 6 Aged Prize Money,5.0,2130570062,1,8.68,0.21,22.83,25.7,8.54,0.2
41,422625069,01 Apr 19,Ballarat,450m,Aged Prize Money,4.0,999420002,1,6.64,0.00,25.92,32.0,1.43,0.25
86,422625064,01 Apr 19,Ballarat,390m,Aged Prize Money,4.0,1950700056,1,8.70,0.23,22.69,31.1,3.57,0.25
34,422625071,01 Apr 19,Ballarat,450m,Grade 7 Aged Prize Money,4.0,194920068,1,6.82,0.13,26.20,25.2,7.17,0.25
66,422625067,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,5.0,156348082,1,8.61,0.00,23.11,23.9,7.04,0.2
53,422625070,01 Apr 19,Ballarat,450m,Grade 6 Aged Prize Money,8.0,1255170010,1,7.00,0.30,26.38,31.6,12.54,0.125
78,422625063,01 Apr 19,Ballarat,390m,Aged Prize Money,2.0,2099800026,1,8.71,0.26,22.79,32.3,6.27,0.5
61,422625073,01 Apr 19,Ballarat,545m,Restricted Win Aged Prize Money,8.0,1490820016,1,6.97,0.14,32.63,27.4,17.86,0.125
28,422625066,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,6.0,232719513,1,8.63,0.22,22.71,32.0,7.13,0.16666666666666666
2,422625068,01 Apr 19,Ballarat,390m,Maiden Aged Prize Money,3.0,240988046,1,8.86,0.14,23.13,25.1,1.71,0.3333333333333333
42,422625069,01 Apr 19,Ballarat,450m,Aged Prize Money,5.0,1837760001,2,6.71,0.07,26.01,36.3,2.61,0.2
679,285201769,01 Jan 18,Ballarat,450m,Mixed 4/5,4.0,946340027,2,6.77,0.26,25.86,34.5,7.39,0.25
288,386961898,01 Dec 18,Ballarat,450m,S/E Heat,5.0,197538304,2,6.68,0.05,25.60,27.5,5.87,0.2
192,345438530,01 Aug 18,Ballarat,450m,Mixed 6/7,2.0,148673291,2,6.72,0.15,25.72,35.9,0.64,0.5
62,422625067,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,1.0,127028553,2,8.69,0.08,22.61,28.4,3.09,1.0
641,285201773,01 Jan 18,Ballarat,450m,Grade 7,5.0,111766588,2,6.75,0.13,26.25,33.2,4.40,0.2
19,422625074,01 Apr 19,Ballarat,545m,Restricted Win Aged Prize Money,4.0,230054253,2,7.43,0.65,32.11,31.5,11.59,0.25
160,139100147,01 Aug 16,Ballarat,390m,Tier 3 - Grade 7,2.0,1137360012,2,8.59,0.00,22.65,27.2,0.04,0.5
483,193436620,01 Feb 17,Ballarat,450m,Mixed 6/7,7.0,1206210171,2,6.73,0.00,26.35,26.9,11.23,0.14285714285714285
185,345438526,01 Aug 18,Ballarat,390m,Mixed 6/7,3.0,191521797,2,8.62,0.19,22.38,33.5,1.07,0.3333333333333333
294,386961897,01 Dec 18,Ballarat,450m,S/E Heat,3.0,1493550015,2,6.77,0.33,25.39,31.9,2.14,0.3333333333333333
645,285201772,01 Jan 18,Ballarat,450m,Grade 6,1.0,110526617,2,6.63,0.07,25.79,27.7,0.27,1.0
674,285201776,01 Jan 18,Ballarat,545m,Grade 5,7.0,965860003,2,7.29,0.60,32.16,30.6,14.11,0.14285714285714285
469,193436617,01 Feb 17,Ballarat,390m,Mixed 6/7,1.0,1408490011,2,8.50,0.11,22.09,32.7,0.74,1.0
176,139100145,01 Aug 16,Ballarat,390m,Grade 5 T3,2.0,-723904,2,8.51,0.00,22.64,28.6,0.90,0.5
77,422625063,01 Apr 19,Ballarat,390m,Aged Prize Money,1.0,141898738,2,8.45,0.00,22.35,34.0,6.27,1.0
490,192952203,01 Feb 17,Ballarat,450m,Mixed 6/7 Final,7.0,1310540000,2,6.78,0.22,25.63,34.6,8.70,0.14285714285714285
465,193436621,01 Feb 17,Ballarat,450m,Maiden,5.0,1206220153,2,6.72,0.04,26.15,27.4,4.67,0.2
308,386961894,01 Dec 18,Ballarat,450m,S/E Heat,1.0,195110445,2,6.82,0.33,24.96,36.8,2.69,1.0
30,422625066,01 Apr 19,Ballarat,390m,Grade 7 Aged Prize Money,8.0,151439837,2,8.77,0.36,22.87,33.5,9.40,0.125
173,139100146,01 Aug 16,Ballarat,390m,Tier 3 - Grade 6,7.0,-722057,2,9.00,0.46,23.37,30.9,13.19,0.14285714285714285
304,386961899,01 Dec 18,Ballarat,545m,Grade 5,5.0,109766101,2,6.96,0.16,31.57,34.5,2.60,0.2
661,285201770,01 Jan 18,Ballarat,450m,Grade 5,2.0,1028790007,2,6.61,0.00,25.73,33.7,2.46,0.5
652,285201775,01 Jan 18,Ballarat,545m,Grade 5,1.0,1622090074,2,6.61,0.00,31.07,26.8,3.64,1.0
75,422625065,01 Apr 19,Ballarat,390m,Grade 6 Aged Prize Money,7.0,1328610007,2,8.86,0.39,23.04,26.5,11.44,0.14285714285714285
90,422625064,01 Apr 19,Ballarat,390m,Aged Prize Money,8.0,1441310016,2,8.84,0.37,23.16,30.4,10.23,0.125
493,193436612,01 Feb 17,Ballarat,450m,S/E Heat,2.0,1389280121,2,6.81,0.30,25.61,28.7,2.79,0.5
550,636819603,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,2.0,445017832,2,8.77,0.14,22.95,30.8,2.50,0.5
243,345438531,01 Aug 18,Ballarat,545m,Mixed 4/5,6.0,120344212,2,7.01,0.25,31.56,32.2,8.03,0.16666666666666666
548,193436615,01 Feb 17,Ballarat,450m,S/E Heat,6.0,1068300013,2,6.77,0.18,26.36,25.7,13.00,0.16666666666666666
557,636819604,01 Feb 21,Ballarat,390m,Tier 3 - Maiden,3.0,420211753,2,8.79,0.35,22.80,28.3,4.91,0.3333333333333333
562,636819600,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,3.0,214382428,2,8.55,0.09,22.72,33.7,3.27,0.3333333333333333
567,636819607,01 Feb 21,Ballarat,450m,Tier 3 - Grade 7,1.0,333962102,2,6.68,0.00,25.51,35.3,3.14,1.0
540,193436614,01 Feb 17,Ballarat,450m,S/E Heat,5.0,1054110008,2,6.65,0.08,25.93,25.9,6.44,0.2
258,345438523,01 Aug 18,Ballarat,390m,Mixed 4/5,7.0,111277138,2,8.63,0.31,22.59,29.1,9.33,0.14285714285714285
575,636819597,01 Feb 21,Ballarat,450m,Tier 3 - Restricted Win,3.0,399695812,2,6.70,0.12,25.71,32.5,3.74,0.3333333333333333
578,636819608,01 Feb 21,Ballarat,545m,Grade 5 T3,1.0,198169050,2,6.79,0.00,31.27,30.8,0.03,1.0
227,345438527,01 Aug 18,Ballarat,450m,Mixed 4/5,5.0,1310540000,2,6.76,0.18,25.58,35.7,4.57,0.2
267,345438524,01 Aug 18,Ballarat,390m,Grade 5,8.0,196453623,2,8.72,0.25,23.03,29.8,12.41,0.125
589,636819605,01 Feb 21,Ballarat,450m,Grade 5 T3,5.0,302937175,2,6.71,0.04,25.96,26.0,6.86,0.2
522,193436616,01 Feb 17,Ballarat,390m,Mixed 4/5,1.0,1177150022,2,8.34,0.00,22.11,31.9,3.39,1.0
219,343237372,01 Aug 18,Ballarat,450m,Grade 5 Final,5.0,1493550015,2,6.76,0.19,25.68,31.7,4.23,0.2
521,193436622,01 Feb 17,Ballarat,545m,Mixed 4/5,8.0,946340027,2,7.50,0.84,31.94,34.8,16.19,0.125
593,636819606,01 Feb 21,Ballarat,450m,Grade 5 T3,3.0,308817404,2,6.78,0.14,25.72,29.7,3.53,0.3333333333333333
272,345438525,01 Aug 18,Ballarat,390m,Grade 5,5.0,1744350009,2,8.53,0.23,22.55,30.1,5.16,0.2
214,344127988,01 Aug 18,Ballarat,450m,Maiden Final,8.0,152915723,2,6.85,0.24,26.20,33.5,14.11,0.125
600,636819599,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,2.0,357308696,2,8.60,0.14,22.45,26.3,1.59,0.5
606,636819598,01 Feb 21,Ballarat,390m,Tier 3 - Restricted Win,4.0,422940192,2,8.68,0.22,22.70,32.5,7.03,0.25
277,386961888,01 Dec 18,Ballarat,450m,Restricted Win,2.0,223670954,2,6.65,0.00,25.96,28.7,1.49,0.5
610,636819601,01 Feb 21,Ballarat,390m,Grade 5 T3,1.0,392501938,2,8.35,0.00,22.46,30.3,2.71,1.0
36,422625071,01 Apr 19,Ballarat,450m,Grade 7 Aged Prize Money,6.0,118013557,2,7.03,0.34,26.55,29.3,12.24,0.16666666666666666
506,193436619,01 Feb 17,Ballarat,450m,Grade 5,1.0,1276990032,2,6.60,0.05,25.23,34.3,1.00,1.0
453,1978170002,01 Feb 16,Ballarat,390m,Grade 5 T3,1.0,165430109,2,8.51,0.00,22.52,30.0,1.87,1.0
199,345438522,01 Aug 18,Ballarat,660m,Restricted Win,1.0,124225459,2,13.46,0.68,37.95,31.6,7.79,1.0
629,285201774,01 Jan 18,Ballarat,450m,Maiden,8.0,114215565,2,6.80,0.11,28.62,28.6,35.49,0.125
500,193436618,01 Feb 17,Ballarat,450m,Mixed 4/5,2.0,1021670102,2,6.58,0.09,25.21,30.4,2.27,0.5
